0,1,0,0,0,0
1,1,0,0,0,0
2,0,0,0,0,1
3,0,1,0,0,0
4,1,1,0,0,0
5,0,0,0,0,1
6,1,0,0,0,0
7,1,1,0,1,0
8,0,0,1,0,0
9,0,0,0,0,1
10,0,0,1,1,0
11,0,0,0,0,1
12,1,0,0,0,0
13,0,1,0,0,0
14,0,1,1,0,0
15,0,1,0,0,0
16,0,1,0,0,0
17,0,1,0,0,0
18,0,1,0,0,0
19,0,1,0,0,0
20,0,0,0,0,1
21,0,1,0,0,0
22,0,1,0,0,0
23,0,0,0,0,1
24,0,0,1,0,0
25,0,1,0,0,0
26,0,0,0,0,1
27,0,0,0,1,0
28,0,0,0,1,0
29,0,0,0,0,1
30,0,0,0,0,1
31,1,0,0,0,0
32,0,0,0,0,1
33,1,0,0,0,0
34,0,0,0,1,0
35,0,0,0,1,0
36,0,0,0,0,1
37,0,0,0,0,1
38,0,0,0,0,1
39,0,0,1,0,0
40,0,1,1,0,0
41,0,0,0,1,0
42,0,0,0,0,1
43,0,1,1,1,0
44,0,0,1,1,0
45,0,0,0,0,1
46,0,1,1,1,0
47,0,0,0,0,1
48,1,0,0,0,0
49,0,0,1,1,0
50,1,1,0,1,0
51,0,1,1,0,0
52,0,0,1,0,0
53,0,0,1,0,0
54,0,0,0,0,1
55,0,0,0,1,0
56,0,1,0,0,0
57,0,0,0,1,0
58,1,0,1,1,0
59,0,1,0,0,0
60,0,0,0,0,1
61,0,0,0,0,1
62,1,0,1,1,0
63,0,1,1,1,0
64,0,0,0,0,1
65,0,1,0,0,0
66,0,1,0,0,0
67,0,1,0,0,0
68,0,1,0,0,0
69,0,1,0,0,0
70,0,1,0,0,0
71,1,0,0,0,0
72,0,0,0,0,1
73,0,0,0,0,1
74,0,0,0,0,1
75,0,0,1,1,0
76,1,0,0,0,0
77,0,1,1,0,0
78,0,0,0,0,1
79,0,0,1,1,0
80,0,0,1,1,0
81,0,0,1,0,0
82,0,0,0,0,1
83,1,1,0,0,0
84,0,0,0,1,0
85,0,0,0,1,0
86,0,0,1,1,0
87,0,0,0,1,0
88,0,0,1,1,0
89,0,0,0,0,1
90,0,0,0,0,1
91,0,1,0,1,0
92,0,1,0,1,0
93,1,0,0,1,0
94,0,1,0,0,0
95,0,1,1,0,0
96,0,0,0,0,1
97,0,0,0,1,0
98,0,1,0,0,0
99,0,1,0,0,0
100,0,1,0,0,0
101,0,1,0,0,0
102,0,1,0,0,0
103,0,1,0,0,0
104,0,1,0,0,0
105,1,0,0,0,0
106,0,1,0,0,0
107,0,1,0,0,0
108,0,0,0,0,1
109,0,1,0,0,0
110,1,0,0,0,0
111,1,0,0,1,0
112,0,0,0,1,0
113,1,0,0,1,0
114,0,1,1,1,0
115,0,0,0,0,1
116,0,0,0,0,1
117,0,0,0,0,1
118,0,1,0,0,0
119,0,0,1,0,0
120,0,0,0,0,1
121,0,0,1,0,0
122,0,0,0,0,1
123,0,0,1,0,0
124,1,0,0,0,0
125,0,1,1,0,0
126,0,0,0,0,1
127,0,0,0,0,1
128,0,0,0,0,1
129,0,0,0,0,1
130,0,0,0,0,1
131,0,0,0,0,1
132,0,0,0,0,1
133,0,0,0,0,1
134,0,0,0,0,1
135,0,0,1,0,0
136,1,1,0,1,0
137,0,0,0,0,1
138,1,1,0,1,0
139,1,0,1,0,0
140,0,0,1,0,0
141,0,0,0,1,0
142,0,0,0,1,0
143,0,0,0,0,1
144,0,0,0,1,0
145,0,1,0,1,0
146,1,1,1,1,0
147,1,0,0,1,0
148,0,0,0,0,1
149,0,0,1,0,0
150,0,0,1,0,0
151,0,0,1,0,0
152,0,0,0,0,1
153,0,0,0,0,1
154,0,0,1,0,0
155,0,0,0,0,1
156,0,0,1,1,0
157,1,0,0,0,0
158,1,0,1,1,0
159,0,0,0,0,1
160,0,0,1,0,0
161,0,1,0,0,0
162,0,0,0,0,1
163,0,1,0,0,0
164,0,0,1,0,0
165,0,0,0,0,1
166,0,0,0,0,1
167,0,0,0,0,1
168,0,0,0,0,1
169,1,0,0,0,0
170,0,0,1,0,0
171,1,0,0,0,0
172,0,0,0,0,1
173,1,0,0,0,0
174,0,0,0,0,1
175,0,0,0,0,1
176,1,0,0,0,0
177,0,1,0,0,0
178,0,0,1,0,0
179,0,0,0,0,1
180,0,1,0,0,0
181,0,0,0,0,1
182,0,0,1,0,0
183,0,0,1,0,0
184,0,0,0,0,1
185,1,0,0,0,0
186,0,0,0,0,1
187,0,0,0,1,0
188,1,0,0,0,0
189,1,0,0,0,0
190,0,1,1,1,0
191,0,0,0,0,1
192,0,0,0,0,1
193,1,0,1,0,0
194,0,0,0,1,0
195,0,0,0,1,0
196,0,0,0,0,1
197,0,0,1,0,0
198,1,1,0,0,0
199,0,0,0,0,1
200,0,1,0,1,0
201,0,1,0,1,0
202,1,1,0,0,0
203,1,1,0,1,0
204,0,1,0,0,0
205,1,1,0,1,0
206,1,0,1,1,0
207,0,0,1,1,0
208,0,0,0,1,0
209,1,1,0,1,0
210,1,1,1,1,0
211,1,0,0,1,0
212,0,0,0,1,0
213,1,1,0,0,0
214,1,1,0,1,0
215,0,0,1,0,0
216,0,0,0,0,1
217,0,1,0,0,0
218,0,0,0,1,0
219,0,0,0,0,1
220,0,0,1,0,0
221,0,0,0,0,1
222,0,0,0,0,1
223,0,0,0,1,0
224,0,0,1,0,0
225,0,0,0,0,1
226,0,0,0,0,1
227,0,0,0,0,1
228,0,1,1,1,0
229,0,0,1,1,0
230,1,0,1,0,0
231,0,0,0,0,1
232,1,0,1,1,0
233,0,1,0,0,0
234,0,1,0,0,0
235,0,0,0,0,1
236,0,0,0,0,1
237,0,0,0,0,1
238,0,0,0,0,1
239,0,0,0,1,0
240,0,0,0,1,0
241,0,0,0,0,1
242,0,0,0,0,1
243,0,0,0,0,1
244,1,0,0,1,0
245,1,1,1,1,0
246,0,0,0,0,1
247,0,0,0,0,1
248,0,0,0,0,1
249,0,0,0,1,0
250,0,1,1,0,0
251,1,0,0,1,0
252,0,0,1,0,0
253,0,0,1,0,0
254,1,0,0,0,0
255,1,1,0,1,0
256,0,0,0,0,1
257,1,0,0,0,0
258,0,1,1,0,0
259,1,0,0,0,0
260,0,0,0,1,0
261,0,0,0,0,1
262,0,0,0,1,0
263,0,0,0,0,1
264,1,0,0,0,0
265,0,0,0,1,0
266,0,0,0,0,1
267,0,0,0,1,0
268,1,0,0,1,0
269,1,0,0,1,0
270,0,0,0,0,1
271,1,1,1,1,0
272,1,0,0,0,0
273,1,1,1,1,0
274,0,0,0,0,1
275,1,0,0,0,0
276,0,1,0,0,0
277,0,0,0,0,1
