0,1,0,0,0
1,1,0,0,0
2,0,0,0,0
3,0,1,0,0
4,1,1,0,0
5,0,0,0,0
6,1,0,0,0
7,1,1,0,1
8,0,0,1,0
9,0,0,0,0
10,0,0,1,1
11,0,0,0,0
12,1,0,0,0
13,0,1,0,0
14,0,1,1,0
15,0,1,0,0
16,0,1,0,0
17,0,1,0,0
18,0,1,0,0
19,0,1,0,0
20,0,0,0,0
21,0,1,0,0
22,0,1,0,0
23,0,0,0,0
24,0,0,1,0
25,0,1,0,0
26,0,0,0,0
27,0,0,0,1
28,0,0,0,1
29,0,0,0,0
30,0,0,0,0
31,1,0,0,0
32,0,0,0,0
33,1,0,0,0
34,0,0,0,1
35,0,0,0,1
36,0,0,0,0
37,0,0,0,0
38,0,0,0,0
39,0,0,1,0
40,0,1,1,0
41,0,0,0,1
42,0,0,0,0
43,0,1,1,1
44,0,0,1,1
45,0,0,0,0
46,0,1,1,1
47,0,0,0,0
48,1,0,0,0
49,0,0,1,1
50,1,1,0,1
51,0,1,1,0
52,0,0,1,0
53,0,0,1,0
54,0,0,0,0
55,0,0,0,1
56,0,1,0,0
57,0,0,0,1
58,1,0,1,1
59,0,1,0,0
60,0,0,0,0
61,0,0,0,0
62,1,0,1,1
63,0,1,1,1
64,0,0,0,0
65,0,1,0,0
66,0,1,0,0
67,0,1,0,0
68,0,1,0,0
69,0,1,0,0
70,0,1,0,0
71,1,0,0,0
72,0,0,0,0
73,0,0,0,0
74,0,0,0,0
75,0,0,1,1
76,1,0,0,0
77,0,1,1,0
78,0,0,0,0
79,0,0,1,1
80,0,0,1,1
81,0,0,1,0
82,0,0,0,0
83,1,1,0,0
84,0,0,0,1
85,0,0,0,1
86,0,0,1,1
87,0,0,0,1
88,0,0,1,1
89,0,0,0,0
90,0,0,0,0
91,0,1,0,1
92,0,1,0,1
93,1,0,0,1
94,0,1,0,0
95,0,1,1,0
96,0,0,0,0
97,0,0,0,1
98,0,1,0,0
99,0,1,0,0
100,0,1,0,0
101,0,1,0,0
102,0,1,0,0
103,0,1,0,0
104,0,1,0,0
105,1,0,0,0
106,0,1,0,0
107,0,1,0,0
108,0,0,0,0
109,0,1,0,0
110,1,0,0,0
111,1,0,0,1
112,0,0,0,1
113,1,0,0,1
114,0,1,1,1
115,0,0,0,0
116,0,0,0,0
117,0,0,0,0
118,0,1,0,0
119,0,0,1,0
120,0,0,0,0
121,0,0,1,0
122,0,0,0,0
123,0,0,1,0
124,1,0,0,0
125,0,1,1,0
126,0,0,0,0
127,0,0,0,0
128,0,0,0,0
129,0,0,0,0
130,0,0,0,0
131,0,0,0,0
132,0,0,0,0
133,0,0,0,0
134,0,0,0,0
135,0,0,1,0
136,1,1,0,1
137,0,0,0,0
138,1,1,0,1
139,1,0,1,0
140,0,0,1,0
141,0,0,0,1
142,0,0,0,1
143,0,0,0,0
144,0,0,0,1
145,0,1,0,1
146,1,1,1,1
147,1,0,0,1
148,0,0,0,0
149,0,0,1,0
150,0,0,1,0
151,0,0,1,0
152,0,0,0,0
153,0,0,0,0
154,0,0,1,0
155,0,0,0,0
156,0,0,1,1
157,1,0,0,0
158,1,0,1,1
159,0,0,0,0
160,0,0,1,0
161,0,1,0,0
162,0,0,0,0
163,0,1,0,0
164,0,0,1,0
165,0,0,0,0
166,0,0,0,0
167,0,0,0,0
168,0,0,0,0
169,1,0,0,0
170,0,0,1,0
171,1,0,0,0
172,0,0,0,0
173,1,0,0,0
174,0,0,0,0
175,0,0,0,0
176,1,0,0,0
177,0,1,0,0
178,0,0,1,0
179,0,0,0,0
180,0,1,0,0
181,0,0,0,0
182,0,0,1,0
183,0,0,1,0
184,0,0,0,0
185,1,0,0,0
186,0,0,0,0
187,0,0,0,1
188,1,0,0,0
189,1,0,0,0
190,0,1,1,1
191,0,0,0,0
192,0,0,0,0
193,1,0,1,0
194,0,0,0,1
195,0,0,0,1
196,0,0,0,0
197,0,0,1,0
198,1,1,0,0
199,0,0,0,0
200,0,1,0,1
201,0,1,0,1
202,1,1,0,0
203,1,1,0,1
204,0,1,0,0
205,1,1,0,1
206,1,0,1,1
207,0,0,1,1
208,0,0,0,1
209,1,1,0,1
210,1,1,1,1
211,1,0,0,1
212,0,0,0,1
213,1,1,0,0
214,1,1,0,1
215,0,0,1,0
216,0,0,0,0
217,0,1,0,0
218,0,0,0,1
219,0,0,0,0
220,0,0,1,0
221,0,0,0,0
222,0,0,0,0
223,0,0,0,1
224,0,0,1,0
225,0,0,0,0
226,0,0,0,0
227,0,0,0,0
228,0,1,1,1
229,0,0,1,1
230,1,0,1,0
231,0,0,0,0
232,1,0,1,1
233,0,1,0,0
234,0,1,0,0
235,0,0,0,0
236,0,0,0,0
237,0,0,0,0
238,0,0,0,0
239,0,0,0,1
240,0,0,0,1
241,0,0,0,0
242,0,0,0,0
243,0,0,0,0
244,1,0,0,1
245,1,1,1,1
246,0,0,0,0
247,0,0,0,0
248,0,0,0,0
249,0,0,0,1
250,0,1,1,0
251,1,0,0,1
252,0,0,1,0
253,0,0,1,0
254,1,0,0,0
255,1,1,0,1
256,0,0,0,0
257,1,0,0,0
258,0,1,1,0
259,1,0,0,0
260,0,0,0,1
261,0,0,0,0
262,0,0,0,1
263,0,0,0,0
264,1,0,0,0
265,0,0,0,1
266,0,0,0,0
267,0,0,0,1
268,1,0,0,1
269,1,0,0,1
270,0,0,0,0
271,1,1,1,1
272,1,0,0,0
273,1,1,1,1
274,0,0,0,0
275,1,0,0,0
276,0,1,0,0
277,0,0,0,0
278,0,0,1,1
279,1,0,0,1
280,1,1,0,1
281,1,0,0,0
282,0,1,0,1
283,0,0,0,1
284,1,0,0,0
285,1,0,0,1
286,0,0,0,0
287,0,0,0,0
288,1,0,1,0
289,1,1,0,1
290,1,1,1,1
291,0,0,0,1
292,1,0,0,1
293,0,0,1,0
294,0,0,0,0
295,0,0,0,0
296,0,0,0,0
297,0,0,1,0
298,0,0,1,0
299,1,0,0,0
300,1,0,0,1
301,0,0,0,1
302,0,1,0,1
303,0,0,0,1
304,1,1,0,1
305,0,0,0,0
306,0,0,0,0
307,0,0,1,0
308,0,1,0,0
309,0,1,1,0
310,1,0,1,0
311,0,0,0,0
312,1,1,1,1
313,1,0,0,0
314,0,0,0,0
315,1,1,1,0
316,1,0,0,0
317,0,1,0,0
318,1,0,1,1
319,0,0,0,1
320,0,0,1,0
321,0,0,1,0
322,1,0,0,0
323,1,0,0,1
324,0,0,1,1
325,0,0,1,0
326,0,1,0,1
327,0,0,0,0
328,0,0,1,0
329,0,0,1,0
330,0,1,0,0
331,0,0,0,0
332,0,0,0,0
333,0,0,1,0
334,0,1,0,0
335,0,1,0,0
336,0,1,0,0
337,0,0,0,0
338,0,0,0,0
339,0,0,0,0
340,0,1,0,1
341,0,0,0,0
342,0,0,1,0
343,0,1,0,0
344,0,0,1,0
345,0,0,0,0
346,0,0,1,0
347,1,0,0,0
348,0,0,0,0
349,0,0,0,0
350,0,0,1,0
351,0,0,0,0
352,0,1,0,0
353,0,1,0,0
354,0,0,0,0
355,0,0,1,0
356,0,0,1,0
357,1,0,0,0
358,0,0,1,1
359,0,0,1,1
360,0,0,0,0
361,0,0,0,0
362,1,0,0,0
363,1,0,0,0
364,0,0,1,0
365,0,0,0,0
366,1,1,1,1
367,0,0,0,0
368,0,0,0,1
369,0,0,0,0
370,0,0,1,0
371,1,0,1,0
372,0,1,0,0
373,0,1,0,0
374,1,0,0,0
375,1,0,1,0
376,0,1,0,0
377,0,0,0,0
378,0,0,0,0
379,0,0,0,0
380,0,0,1,0
381,0,0,0,0
382,1,1,0,0
383,1,0,0,1
384,0,0,1,0
385,0,1,0,0
386,0,0,0,0
387,1,0,0,0
388,0,0,1,0
389,0,0,1,0
390,1,1,1,0
391,1,0,0,0
392,0,0,0,0
393,0,0,0,0
394,0,0,0,0
395,1,1,0,1
396,1,0,0,1
397,1,0,1,0
398,1,0,1,0
399,1,0,1,0
400,1,0,1,0
401,0,0,0,0
402,0,0,0,0
403,0,0,1,0
404,1,0,1,0
405,0,0,1,0
406,0,0,0,0
407,0,1,0,0
408,0,1,0,0
409,0,1,0,0
410,0,0,0,0
411,0,0,0,0
412,1,1,0,1
413,0,0,1,1
414,0,1,0,0
415,1,1,1,1
416,1,1,1,1
417,0,0,0,0
418,1,0,0,0
419,1,0,1,0
420,1,1,0,0
421,0,0,0,1
422,0,0,0,0
423,0,1,0,0
424,0,0,0,1
425,0,0,0,0
426,0,0,1,0
427,0,0,0,0
428,1,0,0,0
429,0,1,0,1
430,0,0,0,0
431,0,0,0,1
432,0,0,1,0
433,1,0,1,0
434,0,0,0,0
435,0,0,1,0
436,1,1,0,1
437,0,0,1,1
438,0,0,1,1
439,0,0,1,1
440,0,0,0,0
441,0,0,0,0
442,0,0,0,0
443,1,0,0,0
444,0,1,0,0
445,0,0,0,0
446,0,1,0,0
447,1,0,0,0
448,0,0,0,0
449,1,0,0,0
450,0,0,1,0
451,0,0,0,0
452,1,0,0,0
453,1,1,0,1
454,0,0,1,0
455,0,1,1,1
456,0,0,0,0
457,0,0,1,1
458,1,0,0,0
459,0,0,0,0
460,0,1,0,0
461,0,1,0,0
462,0,1,0,0
463,0,0,0,0
464,0,1,0,0
465,0,0,0,1
466,1,0,0,0
467,0,0,0,0
468,0,0,0,0
469,0,0,0,0
470,1,0,0,0
471,0,0,1,0
472,0,0,0,0
473,0,0,0,0
474,0,0,1,0
475,0,0,0,0
476,0,0,0,0
477,1,0,0,0
478,1,0,0,0
479,0,0,0,0
480,0,0,0,0
481,0,0,0,0
482,0,0,0,0
483,0,1,0,0
484,0,0,1,0
485,0,0,0,0
486,0,0,0,0
487,0,0,0,0
488,0,1,0,0
489,0,0,0,1
490,0,1,0,0
491,0,1,0,0
492,0,0,0,0
493,0,1,0,1
494,1,0,1,1
495,0,0,0,0
496,0,1,0,0
497,1,1,1,1
498,1,1,0,1
499,0,0,0,1
500,0,1,1,0
501,0,0,0,0
502,1,0,0,0
503,1,0,0,1
504,1,0,0,1
505,0,1,1,1
506,0,0,1,0
507,1,0,0,0
508,0,0,0,0
509,0,0,0,1
510,0,0,0,0
511,0,0,0,0
512,0,0,0,0
513,0,0,0,0
514,1,0,0,0
515,0,0,0,0
516,1,0,1,0
517,0,0,0,0
518,0,1,0,1
519,1,1,0,1
520,0,0,0,0
521,0,0,0,0
522,1,0,0,0
523,0,0,0,1
524,0,0,0,0
525,0,0,0,0
526,0,0,0,0
527,0,0,0,0
528,0,0,0,0
529,0,1,0,0
530,0,0,1,0
531,1,0,1,0
532,1,0,1,0
533,0,0,1,0
534,0,1,0,1
535,1,1,0,1
536,1,1,1,1
537,0,0,0,0
538,0,1,0,0
539,0,0,1,0
540,1,0,1,0
541,0,0,0,0
542,0,0,0,0
543,0,1,0,1
544,0,0,1,0
545,0,0,0,0
546,0,1,0,0
547,1,1,0,0
548,0,0,0,0
549,0,0,1,1
550,0,0,0,0
551,0,0,0,1
552,0,0,0,0
553,0,0,0,0
554,1,0,0,1
555,1,0,0,0
556,1,0,1,0
557,0,1,0,0
558,0,0,0,1
559,0,0,0,0
560,1,0,0,1
561,0,1,0,0
562,0,0,1,1
563,0,0,0,0
564,0,0,0,0
565,0,0,1,0
566,0,1,0,0
567,0,0,1,0
568,1,0,1,0
569,0,0,0,0
570,0,0,0,0
571,1,0,0,0
572,0,1,0,0
573,1,0,0,1
574,1,0,0,1
575,1,0,0,1
576,0,1,0,0
577,0,1,0,0
578,0,0,0,0
579,1,0,0,1
580,0,1,0,0
581,0,0,0,1
582,0,1,1,0
583,0,0,1,1
584,1,0,1,0
585,0,0,0,1
586,0,0,0,0
587,0,0,0,0
588,1,0,1,0
589,1,0,0,0
590,1,0,0,0
591,0,0,0,0
592,0,0,0,1
593,0,0,0,0
594,0,0,1,0
595,1,0,1,0
596,0,0,0,0
597,0,0,0,0
598,0,1,1,0
599,1,0,0,0
600,0,0,0,0
601,0,1,0,1
602,0,1,0,1
603,0,0,0,1
604,0,0,0,0
605,0,0,1,1
606,0,0,1,1
607,0,0,1,0
608,0,0,1,0
609,0,0,0,1
610,1,0,0,0
611,0,0,0,1
612,0,0,0,0
613,0,1,1,1
614,1,0,1,0
